	trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent	Weights
17	32490	7005	0	1	1	3	2	1	1.0	2	2013	6	8	6	11.5	20	1	1	2	968	0.286666667	0.10722222199999999	0.141666667	0.0	0.041388889	0.0	0	0.10472222199999999	1.5	0.2	0.0	0.129973	1.0701702950051495
18	26221	5660	1	0	1	1	2	1	1.0	1	2013	2	22	5	8.166666667000001	25	1	1	1	1873	0.454166667	0.135833333	0.208333333	0.0	0.145833333	0.0	0	0.199444444	1.5	0.45	0.0	0.405292	1.0701702950051495
19	59387	12728	3	0	4	3	1	5	0.0	3	2014	6	1	7	10.5	6	1	0	1	2380	0.595555556	0.158611111	0.19638888899999998	0.0	0.11777777800000001	0.0	0	0.111666667	0.0	0.39	0.0	0.13681600000000002	1.0701702950051495
20	30777	6646	1	1	3	4	6	1	1.0	2	2013	5	17	5	18.0	25	1	1	0	12137	2.998888889	1.009722222	0.199166667	0.35	0.0	0.18333333300000001	2	0.9147222220000001	5.09	2.47	0.0	0.532038	1.0701702950051495
21	9338	1947	2	1	4	3	4	1	1.0	1	2012	7	20	5	11.75	24	1	1	2	1877	0.49277777799999994	0.148055556	0.027222222	0.0	0.197222222	0.0	0	0.129722222	1.5	0.62	0.0	0.17773	1.0701702950051495
22	35636	7622	1	0	3	4	6	1	1.0	2	2013	7	9	2	10.75	31	1	0	0	14299	3.4252777780000003	1.1180555559999998	0.268333333	0.4	0.0	0.083333333	1	0.9925	2.8	2.5	10.5	0.566191	1.0701702950051495
23	34632	7420	1	1	3	3	6	1	1.0	2	2013	6	29	6	16.0	27	1	1	0	3389	0.813888889	0.225277778	0.148611111	0.0	0.18333333300000001	0.0	0	0.171388889	1.5	0.52	0.0	0.270665	1.0701702950051495
24	67128	14501	0	0	2	3	6	1	1.0	3	2014	9	7	7	10.0	29	1	1	0	2840	0.7222222220000001	0.2825	0.110833333	0.0	0.22777777800000001	0.0	0	0.225833333	1.5	0.56	0.0	0.313653	1.0701702950051495
25	36714	7837	0	1	4	3	1	1	1.0	2	2013	7	20	6	17.0	37	1	1	2	8092	1.933611111	0.7175	0.213333333	0.36666666700000006	0.0	0.15	1	0.640555556	4.69	1.86	0.0	0.607546	1.0701702950051495
26	66828	14417	1	0	3	1	1	1	1.0	3	2014	9	3	3	8.0	32	1	0	1	12679	3.045833333	1.135555556	0.185555556	0.5	0.0	0.1	1	0.9258333329999999	2.9	2.51	10.5	0.759076	1.0701702950051495
27	8951	1854	0	0	4	3	1	1	1.0	1	2012	7	16	1	12.83333333	29	1	1	2	998	0.247777778	0.078611111	0.123055556	0.0	0.075	0.0	0	0.061666667	1.5	0.17	0.0	0.130631	1.0701702950051495
28	71711	15542	0	0	3	3	6	1	1.0	3	2014	11	3	1	18.25	21	1	1	0	5378	1.278611111	0.434166667	0.135	0.21666666699999998	0.088888889	0.11666666699999999	1	0.44833333299999995	3.9	0.99	0.0	0.706939	1.0701702950051495
29	27197	5876	2	4	3	3	1	2	0.0	1	2013	3	14	4	18.0	16	1	0	2	5320	1.218055556	0.38777777799999996	0.243888889	0.1	0.0	0.066666667	1	0.402777778	0.85	1.04	0.0	0.35931	1.0701702950051495
30	1846	381	1	7	4	5	1	1	1.0	1	2012	4	26	4	19.5	37	1	1	1	1317	0.31	0.11722222199999999	0.08555555599999999	0.0	0.048055556	0.0	0	0.051111110999999994	1.5	0.2	0.0	0.38587	1.0701702950051495
31	78019	16897	0	1	1	3	6	1	1.0	3	2015	1	25	7	18.16666667	26	1	1	0	2885	0.727777778	0.199722222	0.281388889	0.083333333	0.0	0.0	0	0.18444444399999999	1.5	0.47	0.0	0.5933729999999999	1.0701702950051495
32	53881	11541	0	4	3	5	2	1	1.0	2	2014	3	3	1	16.83333333	38	1	1	1	7850	1.809722222	0.531111111	0.295555556	0.283333333	0.0	0.133333333	1	0.607777778	2.9	1.31	10.5	0.719378	1.0701702950051495
33	14996	3181	0	3	3	5	6	1	0.5	1	2012	9	28	5	15.58333333	32	1	1	0	3281	0.7927777779999999	0.220555556	0.145555556	0.0	0.284166667	0.0	0	0.19055555600000001	0.75	0.52	0.0	0.113703	1.0701702950051495
34	32339	6977	0	0	4	2	1	1	1.0	2	2013	6	6	4	8.666666667000001	33	1	1	1	1223	0.42611111100000004	0.143055556	0.193611111	0.0	0.175555556	0.0	0	0.13	1.5	0.34	0.0	0.16025599999999998	1.0701702950051495
35	23104	4967	2	1	3	2	6	5	0.0	1	2013	1	15	2	15.75	8	1	0	0	592	0.149166667	0.045	0.081388889	0.0	0.046388889	0.0	0	0.048055556	0.0	0.11	0.0	0.254335	1.0701702950051495
36	35911	7674	2	1	4	2	2	5	0.0	2	2013	7	12	5	15.0	5	1	0	2	1571	0.358055556	0.09777777800000001	0.025833332999999997	0.0	0.110833333	0.0	0	0.07361111099999999	0.0	0.25	0.0	0.0603774	1.0701702950051495
37	38735	8283	0	2	3	5	6	1	1.0	2	2013	8	14	3	16.0	25	1	0	0	2716	0.731666667	0.201388889	0.24916666699999998	0.0	0.2	0.0	0	0.201111111	1.5	0.5	0.0	0.248619	1.0701702950051495
38	23585	5095	1	1	1	5	1	1	1.0	1	2013	1	23	3	12.5	29	1	1	1	181	0.035277777999999996	0.008055556	0.0	0.0	0.015277778	0.0	0	0.013333333000000001	1.5	0.03	0.0	0.770833	1.0701702950051495
39	31891	6876	1	1	3	3	1	1	1.0	2	2013	6	1	6	18.75	34	1	1	1	8268	2.021666667	0.699722222	0.174166667	0.3	0.0	0.083333333	1	0.549166667	2.4	1.46	0.0	0.645928	1.0701702950051495
40	63117	13563	0	5	3	3	1	1	1.0	3	2014	7	12	6	20.0	26	1	1	1	3353	0.833333333	0.263611111	0.166388889	0.0	0.308611111	0.0	0	0.261666667	1.5	0.71	0.0	0.536093	1.0701702950051495
41	3638	758	0	0	3	1	6	1	1.0	1	2012	5	18	5	8.0	24	1	0	0	10295	2.3391666669999998	0.8119444440000001	0.080833333	0.7	0.0	0.0	0	0.834722222	2.9	1.98	10.5	0.679534	1.0701702950051495
42	61370	13159	1	1	3	5	2	1	1.0	3	2014	6	24	2	17.25	39	1	1	1	5590	1.372222222	0.48361111100000004	0.265277778	0.233333333	0.0	0.0	0	0.5061111110000001	2.8	1.07	10.5	0.517563	1.0701702950051495
43	24024	5189	0	2	4	1	4	1	1.0	1	2013	1	28	1	22.0	22	1	1	2	8259	2.121944444	0.632222222	0.050555555999999995	0.0	0.699444444	0.091944444	1	0.371388889	3.0	2.56	0.0	0.270007	1.0701702950051495
44	8178	1679	0	4	4	5	1	1	1.0	1	2012	7	7	6	15.91666667	26	1	1	2	2614	0.659166667	0.18361111100000002	0.446666667	0.0	0.19	0.0	0	0.134444444	1.5	0.46	0.0	0.028925599999999996	1.0701702950051495
45	11225	2371	2	1	4	3	1	4	1.0	1	2012	8	11	6	9.5	19	1	0	1	8213	1.8772222219999999	0.488055556	0.121111111	0.0	0.621388889	0.138611111	1	0.45083333299999995	3.0	1.36	0.0	0.593962	1.0701702950051495
46	9569	1995	3	5	4	3	2	3	0.0	1	2012	7	22	7	19.0	15	1	0	1	1681	0.483333333	0.1725	0.11583333300000001	0.0	0.121388889	0.0	0	0.109722222	0.0	0.31	0.0	0.172152	1.0701702950051495
47	5273	1079	0	1	3	3	6	1	1.0	1	2012	6	7	4	12.5	36	1	1	0	1572	0.4825	0.179166667	0.1525	0.0	0.111111111	0.0	0	0.14472222199999998	1.5	0.32	0.0	0.19961600000000002	1.0701702950051495
48	78616	17038	0	0	3	2	6	1	1.0	3	2015	2	3	2	8.166666667000001	30	1	0	0	3366	0.7738888890000001	0.2425	0.132222222	0.0	0.24694444399999999	0.0	0	0.203611111	1.5	0.51	0.0	0.431105	1.0701702950051495
49	30464	6583	1	2	4	3	1	1	1.0	2	2013	5	12	7	16.0	40	1	1	1	7030	1.595833333	0.528333333	0.4625	0.0	0.456944444	0.0	0	0.410555556	1.5	1.24	0.0	0.395805	1.0701702950051495
50	18338	3886	1	0	3	2	1	4	1.0	1	2012	11	2	5	8.5	22	1	0	1	5485	1.351388889	0.420555556	0.081944444	0.25	0.105833333	0.21666666699999998	2	0.39388888899999996	2.65	1.36	0.0	0.396333	1.0701702950051495
51	16702	3523	1	0	4	2	5	1	1.0	1	2012	10	16	2	7.5	27	1	1	2	863	0.36972222200000004	0.11583333300000001	0.296388889	0.0	0.040555556	0.0	0	0.10277777800000001	1.5	0.36	0.0	0.0675676	1.0701702950051495
52	54256	11616	1	2	1	5	1	1	1.0	2	2014	3	9	7	13.66666667	39	1	0	1	2096	0.48861111100000004	0.20305555600000003	0.2625	0.0	0.136666667	0.0	0	0.214722222	1.5	0.45	0.0	0.531695	1.0701702950051495
53	79069	17135	2	0	4	2	2	5	0.0	3	2015	2	9	1	8.666666667000001	6	1	0	2	1224	0.43972222200000005	0.144444444	0.2175	0.0	0.05	0.0	0	0.079722222	0.0	0.23	0.0	0.1777	1.0701702950051495
54	4662	950	1	0	3	3	1	1	1.0	1	2012	5	29	2	16.0	26	1	0	1	1204	0.306944444	0.1275	0.073888889	0.0	0.179722222	0.0	0	0.1175	1.5	0.3	0.0	0.011820299999999999	1.0701702950051495
55	55106	11792	2	0	3	3	6	5	0.0	3	2014	4	5	6	10.0	8	1	0	0	2909	0.737777778	0.22638888899999998	0.07194444400000001	0.0	0.223611111	0.0	0	0.15916666699999998	0.0	0.49	0.0	0.373473	1.0701702950051495
56	57706	12386	0	0	3	3	6	1	1.0	3	2014	5	12	1	15.0	32	1	0	0	5134	1.197222222	0.35361111100000003	0.211666667	0.15	0.0	0.0	0	0.330833333	2.4	0.8	10.5	0.698573	1.0701702950051495
57	67091	14489	0	0	4	3	6	1	1.0	3	2014	9	7	7	10.0	40	1	1	2	949	0.49	0.141944444	0.178333333	0.0	0.1	0.0	0	0.103888889	1.5	0.31	0.0	0.157754	1.0701702950051495
58	27466	5928	2	4	3	3	6	3	0.0	1	2013	3	25	1	18.0	15	1	0	0	3159	0.8361111109999999	0.300555556	0.046666667	0.0	0.39305555600000003	0.0	0	0.273333333	0.0	0.6	10.5	0.54065	1.0701702950051495
59	20912	4448	1	1	3	2	6	3	0.0	1	2012	12	7	5	15.5	11	1	0	0	1100	0.306666667	0.08694444400000001	0.11805555599999999	0.0	0.08	0.0	0	0.11666666699999999	0.0	0.24	0.0	0.169048	1.0701702950051495
60	17521	3699	1	4	4	5	2	1	1.0	1	2012	10	25	4	17.08333333	35	1	1	1	1373	0.381666667	0.146388889	0.167222222	0.0	0.07055555599999999	0.0	0	0.07361111099999999	1.5	0.2	0.0	0.135849	1.0701702950051495
61	38324	8186	0	2	4	3	1	1	1.0	2	2013	8	8	4	20.5	38	1	1	1	1510	0.498611111	0.148055556	0.258055556	0.0	0.09527777800000001	0.0	0	0.127222222	1.5	0.37	0.0	0.20524	1.0701702950051495
62	72173	15639	0	0	4	3	2	5	0.0	3	2014	11	9	7	9.25	27	1	1	1	7697	1.7469444440000002	0.5327777779999999	0.213055556	0.36666666700000006	0.0	0.0	0	0.293888889	0.0	1.04	0.0	0.136106	1.0701702950051495
63	24392	5258	2	2	3	3	6	2	0.0	1	2013	1	31	4	16.0	17	1	0	2	5196	1.159166667	0.319166667	0.15416666699999998	0.0	0.283333333	0.0	0	0.236388889	0.0	0.72	0.0	0.219741	1.0701702950051495
64	44886	9589	0	0	3	1	6	1	1.0	2	2013	10	27	7	7.083333333	28	1	0	0	9090	2.136388889	0.6475	0.082777778	0.15	0.05	0.11666666699999999	1	0.339722222	3.0	1.34	0.0	0.24120999999999998	1.0701702950051495
65	6499	1334	0	3	3	5	1	1	1.0	1	2012	6	21	4	16.5	23	1	1	2	12746	2.813611111	0.79	0.08972222199999999	0.3	0.26416666699999997	0.11666666699999999	1	0.611666667	4.3	2.26	10.5	0.6380560000000001	1.0701702950051495
66	61010	13078	3	3	4	5	1	1	1.0	3	2014	6	21	6	19.91666667	30	1	1	1	1473	0.47833333299999997	0.166666667	0.204166667	0.0	0.1	0.0	0	0.131111111	1.5	0.35	0.0	0.275424	1.0701702950051495
67	50891	10882	1	1	4	2	2	1	1.0	2	2014	1	17	5	8.25	40	1	1	2	4239	1.0633333329999999	0.321666667	0.262777778	0.0	0.24	0.0	0	0.307777778	1.5	0.68	0.0	0.50361	1.0701702950051495
68	54284	11620	0	0	1	1	2	1	1.0	2	2014	3	10	1	8.0	35	1	1	2	1382	0.383888889	0.159722222	0.14361111099999999	0.0	0.1025	0.0	0	0.211388889	1.5	0.32	10.5	0.65703	1.0701702950051495
69	55727	11940	1	1	3	3	6	1	1.0	3	2014	4	13	7	17.0	35	1	0	0	4076	1.140555556	0.467777778	0.111388889	0.05	0.259722222	0.161944444	1	0.316666667	3.0	1.02	0.0	0.5640350000000001	1.0701702950051495
70	71714	15544	0	0	4	3	2	1	1.0	3	2014	11	3	1	8.5	36	1	1	1	2133	0.483333333	0.15916666699999998	0.152777778	0.0	0.07055555599999999	0.0	0	0.14111111099999998	1.5	0.33	0.0	0.257874	1.0701702950051495
71	23719	5125	0	1	4	1	1	1	1.0	1	2013	1	25	5	17.5	39	1	0	1	7910	1.9491666669999999	0.6411111110000001	0.34944444399999997	0.0	0.9036111109999999	0.0	0	0.585	1.5	1.69	0.0	0.532764	1.0701702950051495
72	63371	13612	1	1	1	2	6	1	1.0	3	2014	7	15	2	9.0	35	1	0	0	960	0.234166667	0.1025	0.153611111	0.0	0.034166667000000005	0.0	0	0.105555556	1.5	0.22	0.0	0.160526	1.0701702950051495
73	54147	11595	2	0	3	2	2	1	1.0	2	2014	3	7	5	7.5	20	1	0	1	4768	1.246388889	0.395	0.278333333	0.0	0.490277778	0.0	0	0.28305555600000004	1.5	1.13	0.0	0.313052	1.0701702950051495
74	28851	6248	0	1	2	3	1	1	1.0	2	2013	4	21	7	15.75	28	1	1	2	2161	0.651944444	0.20472222199999998	0.23194444399999997	0.0	0.109166667	0.0	0	0.1275	1.5	0.48	0.0	0.16122	1.0701702950051495
75	40369	8633	1	0	4	3	1	1	1.0	2	2013	9	4	3	12.0	32	1	1	1	4798	1.235277778	0.38888888899999996	0.166111111	0.0	0.505	0.059722222	1	0.304166667	3.0	0.9	0.0	0.35068499999999997	1.0701702950051495
76	57266	12292	4	0	1	2	6	5	0.0	3	2014	5	6	2	8.5	8	1	0	0	1161	0.322777778	0.11694444400000001	0.16944444399999997	0.0	0.08583333300000001	0.0	0	0.08555555599999999	0.0	0.22	0.0	0.243506	1.0701702950051495
77	33519	7218	1	1	4	5	1	1	1.0	2	2013	6	18	2	16.5	27	1	1	1	14511	3.432777778	1.051666667	0.109444444	0.0	1.270277778	0.079722222	1	0.868888889	3.0	2.89	0.0	0.5476340000000001	1.0701702950051495
78	40723	8709	3	2	4	3	2	3	0.0	2	2013	9	9	1	17.5	11	1	0	1	3754	0.9341666670000001	0.273333333	0.21361111100000002	0.0	0.16527777800000001	0.0	0	0.203333333	0.0	0.54	0.0	0.344262	1.0701702950051495
79	67491	14589	1	2	1	3	1	3	0.0	3	2014	9	12	5	15.5	11	1	0	2	412	0.131111111	0.045833333	0.0	0.0	0.056944444000000004	0.0	0	0.044166667	0.0	0.11	0.0	0.169811	1.0701702950051495
80	39378	8423	5	0	3	2	1	3	0.0	2	2013	8	22	4	9.25	15	1	0	2	8568	1.893888889	0.620555556	0.1925	0.2	0.0	0.0	0	0.454166667	0.75	1.55	0.0	0.567584	1.0701702950051495
81	34957	7482	2	1	4	1	1	1	1.0	2	2013	7	2	2	17.5	30	1	1	2	8564	2.024722222	0.619166667	0.342222222	0.433333333	0.0	0.15	1	0.54	4.0	1.6	0.0	0.419753	1.0701702950051495
82	7238	1489	0	3	3	1	6	1	1.0	1	2012	6	28	4	18.0	33	1	1	0	6503	1.6391666669999998	0.566111111	0.105833333	0.25	0.1	0.2	2	0.551944444	4.4	1.29	0.0	0.582285	1.0701702950051495
83	62839	13503	2	0	1	3	1	5	0.0	3	2014	7	9	3	10.0	10	1	0	2	2410	0.5225	0.130833333	0.088055556	0.0	0.138611111	0.0	0	0.149166667	0.0	0.4	0.0	0.260708	1.0701702950051495
84	36357	7763	0	8	4	3	6	1	1.0	2	2013	7	17	3	22.75	34	1	1	2	996	0.235	0.065555556	0.108055556	0.0	0.04444444400000001	0.0	0	0.06888888900000001	1.5	0.17	0.0	0.16129000000000002	1.0701702950051495
85	60396	12945	2	0	4	2	2	3	0.0	3	2014	6	12	4	8.833333332999999	11	1	0	1	2423	0.625	0.165555556	0.11555555599999999	0.0	0.317777778	0.07111111099999999	1	0.21111111100000002	0.0	0.48	0.0	0.415789	1.0701702950051495
86	14307	3043	0	2	3	2	6	1	1.0	1	2012	9	19	3	14.41666667	30	1	1	0	2156	0.5775	0.18388888899999997	0.17194444399999997	0.0	0.133333333	0.0	0	0.139444444	1.5	0.36	0.0	0.306773	1.0701702950051495
87	7640	1567	0	1	4	2	1	1	1.0	1	2012	7	2	1	9.25	33	1	1	2	925	0.263055556	0.08388888900000001	0.137222222	0.0	0.075833333	0.0	0	0.098611111	1.5	0.22	0.0	0.416901	1.0701702950051495
88	5685	1159	2	0	4	2	2	2	0.0	1	2012	6	11	1	7.333333333	17	1	0	2	4696	1.226111111	0.425833333	0.360833333	0.2	0.0	0.0	0	0.250833333	0.85	0.83	0.0	0.35437399999999997	1.0701702950051495
89	15210	3221	0	1	1	1	1	1	1.0	1	2012	10	1	1	19.5	32	1	1	1	1185	0.34055555600000004	0.096944444	0.15555555599999998	0.0	0.031388888999999996	0.0	0	0.110555556	1.5	0.37	0.0	0.037688400000000004	1.0701702950051495
90	79228	17178	0	4	4	3	1	1	0.0	3	2015	2	13	5	15.85	35	1	1	1	2339	0.523333333	0.1575	0.0325	0.0	0.23055555600000002	0.0	0	0.18611111100000002	0.0	0.43	0.0	0.276119	1.0701702950051495
91	46051	9834	3	1	3	2	1	2	0.0	2	2013	11	13	3	15.25	17	1	0	1	5932	1.4344444440000002	0.385	0.171388889	0.0	0.483333333	0.0	0	0.3125	0.0	1.0	0.0	0.24711100000000003	1.0701702950051495
92	67749	14637	3	0	4	3	3	5	0.0	3	2014	9	14	7	13.0	7	1	0	2	6316	1.4952777780000002	0.513055556	0.37722222200000005	0.0	0.528333333	0.0	0	0.4025	0.0	1.15	0.0	0.48654200000000003	1.0701702950051495
93	68888	14893	2	1	4	5	2	5	0.0	3	2014	9	30	2	8.85	5	1	0	2	499	0.111944444	0.043055555999999995	0.01	0.0	0.05	0.0	0	0.029166667	0.0	0.07	0.0	0.628571	1.0701702950051495
94	1593	333	0	3	3	5	6	1	1.0	1	2012	4	22	7	13.75	24	1	1	0	4137	0.935	0.30111111100000004	0.034722222000000004	0.0	0.283333333	0.0	0	0.26138888899999996	1.5	0.74	0.0	0.387885	1.0701702950051495
95	42201	9013	0	0	4	3	2	1	1.0	2	2013	9	26	4	12.0	30	1	1	2	10759	2.6944444439999997	0.9158333329999999	0.12583333300000002	0.0	0.970833333	0.199722222	2	0.42416666700000005	4.5	1.45	0.0	0.157171	1.0701702950051495
96	50622	10828	1	2	4	2	1	1	0.0	2	2014	1	15	3	15.0	35	1	1	1	3806	0.873055556	0.324166667	0.186944444	0.0	0.162777778	0.0	0	0.210833333	0.0	0.66	0.0	0.14887999999999998	1.0701702950051495
97	73950	16014	0	1	4	3	6	4	0.5	3	2014	11	29	6	12.66666667	35	1	0	0	7720	1.9405555559999998	0.641388889	0.256944444	0.0	0.5377777779999999	0.0	0	0.438611111	0.75	1.35	0.0	0.39392	1.0701702950051495
98	14760	3135	2	0	3	2	1	3	0.0	1	2012	9	26	3	8.25	12	1	0	1	2139	0.5275	0.18	0.18666666699999998	0.0	0.173611111	0.0	0	0.21888888899999998	0.0	0.54	0.0	0.418782	1.0701702950051495
99	36217	7731	0	1	3	5	6	1	1.0	2	2013	7	16	2	14.0	32	1	1	0	936	0.27777777800000003	0.127222222	0.058055555999999994	0.0	0.1	0.0	0	0.081111111	1.5	0.18	0.0	0.130137	1.0701702950051495
100	47966	10218	1	0	4	2	6	5	0.0	2	2013	12	4	3	8.333333332999999	10	1	0	0	2067	0.507777778	0.160833333	0.143333333	0.133333333	0.0	0.083333333	1	0.17944444399999998	0.0	0.37	0.0	0.22600599999999998	1.0701702950051495
101	64117	13779	3	2	1	5	1	2	0.0	3	2014	7	24	4	13.0	17	1	0	1	2268	0.576944444	0.19555555600000002	0.048055556	0.0	0.16	0.0	0	0.11805555599999999	0.0	0.37	0.0	0.047058800000000005	1.0701702950051495
102	12222	2596	1	1	1	3	6	1	1.0	1	2012	8	24	5	12.5	32	1	1	0	1293	0.286388889	0.0875	0.08722222199999999	0.0	0.07777777799999999	0.0	0	0.07722222200000001	1.5	0.19	0.0	0.20863299999999999	1.0701702950051495
103	16191	3423	0	0	3	3	6	1	1.0	1	2012	10	10	3	13.5	32	1	0	0	9756	2.438333333	0.790277778	0.198333333	0.333333333	0.088888889	0.088888889	1	0.708611111	4.1	1.75	10.5	0.6244609999999999	1.0701702950051495
104	4707	962	0	1	1	5	2	1	1.0	1	2012	5	29	2	18.83333333	29	1	1	1	1290	0.321944444	0.195	0.205277778	0.016666667	0.0	0.0	0	0.157777778	2.4	0.31	0.0	0.440141	1.0701702950051495
105	57053	12245	1	0	1	3	1	1	1.0	3	2014	5	4	7	14.0	30	1	1	1	1869	0.501111111	0.15666666699999998	0.127777778	0.0	0.131388889	0.0	0	0.11777777800000001	1.5	0.38	0.0	0.16509400000000002	1.0701702950051495
106	2466	517	0	0	4	3	2	1	1.0	1	2012	5	4	5	12.91666667	35	1	1	2	1441	0.344722222	0.08861111099999999	0.149444444	0.0	0.0875	0.0	0	0.085	1.5	0.21	0.0	0.19280999999999998	1.0701702950051495
107	52006	11144	0	0	3	3	2	1	1.0	2	2014	2	1	6	10.5	29	1	0	1	1998	0.488055556	0.174166667	0.051666667	0.066666667	0.09527777800000001	0.11666666699999999	1	0.157222222	3.0	0.37	0.0	0.42402799999999996	1.0701702950051495
108	20703	4396	0	3	3	1	1	1	1.0	1	2012	12	3	1	19.5	23	1	1	2	3857	0.989166667	0.39083333299999995	0.132222222	0.2	0.0	0.1	1	0.326944444	2.4	0.89	0.0	0.588785	1.0701702950051495
109	55909	11987	1	1	3	2	6	1	0.5	3	2014	4	16	3	16.0	21	1	1	0	3518	0.8663888890000001	0.315833333	0.17472222199999998	0.18333333300000001	0.0	0.0	0	0.39027777799999996	2.4	0.79	10.5	0.7594310000000001	1.0701702950051495
110	8205	1686	0	1	4	5	1	1	1.0	1	2012	7	7	6	11.0	27	1	1	1	17889	4.4411111110000006	1.419444444	0.182222222	0.316666667	0.430833333	0.357777778	3	0.513055556	6.2	3.0	0.0	0.264212	1.0701702950051495
111	37882	8085	4	4	3	3	1	3	0.0	2	2013	8	4	7	17.58333333	15	1	0	2	5010	1.303611111	0.379166667	0.060555555999999996	0.0	0.316666667	0.0	0	0.2575	0.0	0.85	0.0	0.280475	1.0701702950051495
