trip_id	household_id	person_n	trip_n	travel_mode	purpose	fueltype	faretype	bus_scale	survey_year	travel_year	travel_month	travel_date	day_of_week	start_time	age	female	driving_license	car_ownership	distance	dur_walking	dur_cycling	dur_pt_access	dur_pt_rail	dur_pt_bus	dur_pt_int	pt_interchanges	dur_driving	cost_transit	cost_driving_fuel	cost_driving_ccharge	driving_traffic_percent
41683	8911	0	3	4	5	1	1	1	2	2013	9	20	5	14.5	31	1	1	1	1988	0.523055556	0.179722222	0.228611111	0	0.166388889	0	0	0.151388889	1.5	0.39	0	0.484404
50834	10870	1	1	4	3	1	1	0.5	2	2014	1	17	5	14	46	0	1	1	1001	0.260277778	0.078611111	0.135	0	0.0625	0	0	0.065277778	0.75	0.21	0	0.161702
68440	14795	0	3	1	2	6	1	1	3	2014	9	24	3	16.08333333	44	1	0	0	1299	0.325555556	0.120833333	0.069444444	0	0.155555556	0	0	0.134166667	1.5	0.29	0	0.296066
23088	4964	0	1	3	1	6	1	1	1	2013	1	15	2	17	45	1	0	0	12482	2.888333333	1.060277778	0.208055556	0.616666667	0	0	0	0.708611111	1.7	1.97	0	0.604469
54077	11579	1	0	4	2	6	1	0	2	2014	3	6	4	7	19	0	1	0	6381	1.534722222	0.45	0.239722222	0.15	0.243888889	0.133333333	1	0.281666667	1.7	1.02	0	0.168639
12195	2590	0	0	3	3	1	1	1	1	2012	8	24	5	8.75	47	0	0	1	1975	0.4875	0.14	0.153055556	0	0.177777778	0	0	0.133888889	1.5	0.35	0	0.282158
79565	17253	1	0	4	1	1	1	1	3	2015	2	19	4	8.583333333	52	0	1	1	1859	0.446111111	0.131666667	0.108611111	0	0.166666667	0	0	0.174444444	1.5	0.4	0	0.361465
24071	5197	0	1	4	3	1	1	1	1	2013	1	28	1	7.5	41	1	1	1	10724	2.634166667	0.696944444	0.188333333	0	0.800555556	0.083333333	1	0.511388889	3	1.77	0	0.290603
9326	1946	2	0	1	3	1	1	1	1	2012	7	20	5	8	57	1	1	1	314	0.083333333	0.030833333	0.04	0	0.013055556	0	0	0.026666667	1.5	0.07	0	0.0208333
13226	2811	3	4	4	3	2	1	1	1	2012	9	7	5	15.83333333	28	0	0	1	4416	1.094722222	0.371388889	0.058333333	0	0.691666667	0.158888889	1	0.303055556	3	0.68	0	0.339138
76507	16549	3	0	1	2	1	5	0	3	2015	1	7	3	8.333333333	6	1	0	2	486	0.315	0.116388889	0.1325	0	0.083333333	0	0	0.071111111	0	0.22	0	0.128906
64416	13848	2	0	3	3	2	4	1	3	2014	7	28	1	11.5	21	0	0	1	8509	1.986666667	0.685277778	0.135	0	0.738055556	0	0	0.590833333	1.5	1.3	10.5	0.718853
78988	17115	0	2	3	3	6	5	0	3	2015	2	8	7	12.5	76	1	0	0	1365	0.360555556	0.126666667	0.078611111	0	0.165	0	0	0.106944444	0	0.27	0	0.548052
28289	6130	0	1	4	3	1	5	0	2	2013	4	14	7	17.83333333	60	0	1	1	2083	0.513055556	0.126944444	0.143333333	0	0.083333333	0	0	0.102777778	0	0.36	0	0.183784
40678	8698	2	1	3	1	2	1	1	2	2013	9	8	7	15.5	19	1	0	1	13554	3.307222222	1.141111111	0.233611111	0.45	0.169722222	0.116666667	1	1.055	4.3	2.19	0	0.647183
65672	14149	3	1	4	3	1	5	0	3	2014	8	18	1	13.16666667	7	1	0	2	1470	0.350277778	0.101944444	0.172222222	0	0.045833333	0	0	0.080555556	0	0.24	0	0.141379
576	140	1	1	3	4	2	5	0	1	2012	4	11	3	16.5	63	0	1	2	15797	3.611388889	1.126944444	0.123611111	0.416666667	0	0	0	0.907777778	0	2.17	10.5	0.596389
1190	268	0	0	3	1	6	1	1	1	2012	4	19	4	18	51	0	0	0	19262	4.646111111	1.401388889	0.197222222	0.716666667	0	0.116666667	1	1.208611111	2.4	4.48	0	0.521259
55378	11856	1	0	3	1	1	1	1	3	2014	4	9	3	6.75	42	0	1	1	15217	3.614722222	1.1725	0.120277778	0.483333333	0.2225	0.283333333	2	0.786666667	6.6	2.47	10.5	0.431144
75338	16291	2	0	4	3	1	3	0	3	2014	12	14	7	9	11	1	0	1	1802	0.428333333	0.136111111	0.211666667	0	0.054444444	0	0	0.100833333	0	0.29	0	0.0495868
22316	4782	1	1	4	3	2	1	1	1	2013	1	6	7	12	32	0	1	1	23079	5.485277778	1.759444444	0.188611111	0.933333333	0.121388889	0.348888889	2	1.076944444	8.2	3.8	0	0.505545
65785	14176	0	1	3	5	6	1	1	3	2014	8	19	2	19.5	30	1	1	0	10409	2.403333333	0.776944444	0.119444444	0.333333333	0	0	0	0.610833333	2.6	1.61	0	0.626194
63679	13685	1	1	3	3	6	5	0	3	2014	7	19	6	10.5	5	0	0	0	1073	0.307777778	0.168611111	0.08	0	0.077777778	0	0	0.071388889	0	0.16	0	0.276265
80129	17385	0	5	3	3	6	4	1	3	2015	2	28	6	22	56	0	1	0	7154	1.751944444	0.584444444	0.138888889	0.233333333	0.143055556	0.1	1	0.588888889	3.1	1.31	0	0.504717
49747	10630	0	0	4	3	1	1	1	2	2014	1	5	7	9	61	1	1	2	14137	3.260555556	0.994166667	0.131944444	0.466666667	0.467222222	0.200277778	2	0.549444444	5.8	2.28	0	0.35541
57544	12354	0	1	3	3	6	5	0	3	2014	5	10	6	11.25	68	1	0	0	3133	0.775833333	0.242777778	0.066944444	0	0.2125	0	0	0.184166667	0	0.54	0	0.245852
62392	13396	0	0	4	3	2	1	1	3	2014	7	5	6	16	36	1	1	1	4021	1.005	0.31	0.287777778	0	0.279444444	0	0	0.22	1.5	0.6	0	0.205808
71867	15573	1	1	3	1	1	1	1	3	2014	11	5	3	15	29	0	1	1	9500	2.164444444	0.673333333	0.2175	0.333333333	0	0	0	0.613611111	2.8	1.63	10.5	0.645088
50649	10832	3	3	4	2	2	5	0	2	2014	1	15	3	15.31666667	10	0	0	2	8713	2.113055556	0.706111111	0.279166667	0	0.6625	0.156111111	1	0.489722222	0	1.23	0	0.609756
21090	4478	0	1	4	3	2	1	1	1	2012	12	8	6	11.25	59	1	1	2	1049	0.300833333	0.087222222	0.1275	0	0.1375	0	0	0.134444444	1.5	0.25	0	0.235537
69603	15053	1	1	4	5	1	5	0	3	2014	10	9	4	10.66666667	69	1	1	2	1178	0.338333333	0.152222222	0.273333333	0	0.026111111	0	0	0.092777778	0	0.25	0	0.290419
35445	7585	0	2	3	3	1	1	1	2	2013	7	8	1	19.75	56	0	1	1	8058	1.914444444	0.618333333	0.186666667	0	0.366666667	0	0	0.317777778	1.5	1.37	0	0.27535
31447	6771	2	5	4	3	1	1	1	2	2013	5	25	6	20.66666667	27	1	1	1	569	0.163333333	0.050277778	0.086111111	0	0.035555556	0	0	0.050277778	1.5	0.13	0	0.0773481
37390	7984	1	1	1	3	1	4	1	2	2013	7	29	1	16	21	1	1	1	1410	0.380833333	0.17	0.108055556	0	0.088888889	0	0	0.103055556	1.5	0.25	0	0.280323
17716	3744	0	0	4	3	2	1	1	1	2012	10	27	6	9.5	45	1	1	2	1835	0.498055556	0.149722222	0.182222222	0	0.095277778	0	0	0.103333333	1.5	0.29	0	0.0645161
5341	1091	3	1	1	5	1	3	0	1	2012	6	7	4	11.5	11	1	0	1	236	0.062222222	0.037777778	0.036944444	0	0.019166667	0	0	0.026944444	0	0.06	0	0.103093
22336	4786	2	0	1	3	1	5	0	1	2013	1	6	7	15.5	6	1	0	1	1328	0.350277778	0.113333333	0.154444444	0	0.066666667	0	0	0.143611111	0	0.42	0	0.357834
25145	5420	3	0	1	2	1	3	0	1	2013	2	8	5	7.916666667	14	0	0	1	1977	0.590833333	0.215555556	0.127777778	0	0.156944444	0	0	0.114722222	0	0.37	0	0.140436
3416	708	0	2	1	3	1	1	1	1	2012	5	16	3	18.66666667	56	1	1	1	313	0.124166667	0.053611111	0.094444444	0	0.027777778	0	0	0.059444444	1.5	0.14	0	0.275701
14960	3174	1	2	1	3	2	1	1	1	2012	9	28	5	17.5	47	1	1	2	1001	0.300833333	0.103611111	0.123055556	0	0.055833333	0	0	0.108888889	1.5	0.28	0	0.0586735
14855	3155	1	2	4	2	1	1	1	1	2012	9	27	4	8.25	41	1	1	2	5228	1.318611111	0.422222222	0.279444444	0	0.438333333	0.083333333	1	0.329444444	3	1.03	0	0.545531
61200	13117	1	0	3	4	6	1	1	3	2014	6	23	1	6.5	34	0	1	0	6926	1.761666667	0.664722222	0.3925	0.2	0	0	0	0.328611111	1.7	1.13	0	0.277261
23335	5024	1	0	2	1	6	1	1	1	2013	1	18	5	8.333333333	35	0	1	0	8564	1.952777778	0.635555556	0.208055556	0.316666667	0	0	0	0.584444444	3.3	1.42	10.5	0.756179
70303	15212	0	1	4	3	2	1	1	3	2014	10	17	5	13	56	1	1	1	12587	3.049166667	0.865555556	0.19	0	0.855555556	0.178611111	1	0.492777778	3	1.65	0	0.262683
32617	7030	0	2	4	5	1	1	1	2	2013	6	9	7	12.5	31	0	1	1	6731	1.580277778	0.515833333	0.223055556	0	0.6075	0	0	0.466944444	1.5	1.26	0	0.714456
46391	9903	1	1	1	3	6	1	1	2	2013	11	17	7	16.91666667	48	1	0	0	2516	0.591111111	0.1675	0.161666667	0.083333333	0	0	0	0.190555556	2.4	0.46	0	0.40379
28404	6153	0	0	3	4	1	1	1	2	2013	4	15	1	8.75	54	0	0	1	9274	2.069722222	0.608333333	0.386111111	0	0.454722222	0	0	0.466666667	1.5	1.62	0	0.4625
54435	11653	0	3	4	3	1	1	1	2	2014	3	14	5	17.5	58	1	1	2	4594	1.077777778	0.320833333	0.218611111	0.166666667	0	0	0	0.283611111	2.1	0.84	0	0.355534
2029	422	0	0	4	3	4	1	1	1	2012	4	29	7	8.5	46	0	1	2	4925	1.096944444	0.316388889	0.084722222	0	0.345555556	0.226666667	1	0.214166667	3	1.21	0	0.0687419
32490	7005	0	1	1	3	2	1	1	2	2013	6	8	6	11.5	20	1	1	2	968	0.286666667	0.107222222	0.141666667	0	0.041388889	0	0	0.104722222	1.5	0.2	0	0.129973
16198	3425	0	1	1	5	6	1	1	1	2012	10	10	3	13	53	1	1	0	1597	0.477222222	0.1325	0.143333333	0	0.111111111	0	0	0.133888889	1.5	0.33	0	0.165975
69379	14999	0	1	3	1	6	1	1	3	2014	10	6	1	17	53	0	1	0	4836	1.170555556	0.441944444	0.234166667	0.066666667	0.2	0.083333333	1	0.412777778	3.9	0.94	10.5	0.627187
78692	17056	1	0	3	2	6	5	0	3	2015	2	4	3	8	8	0	0	0	2648	0.746388889	0.234722222	0.238888889	0	0.251666667	0	0	0.246388889	0	0.54	0	0.269448
26221	5660	1	0	1	1	2	1	1	1	2013	2	22	5	8.166666667	25	1	1	1	1873	0.454166667	0.135833333	0.208333333	0	0.145833333	0	0	0.199444444	1.5	0.45	0	0.405292
59387	12728	3	0	4	3	1	5	0	3	2014	6	1	7	10.5	6	1	0	1	2380	0.595555556	0.158611111	0.196388889	0	0.117777778	0	0	0.111666667	0	0.39	0	0.136816
27544	5949	1	2	4	3	6	1	1	2	2013	4	2	2	22.33333333	39	0	1	1	4245	0.968333333	0.3475	0.189444444	0.083333333	0.048888889	0.128055556	1	0.306666667	3.9	0.73	0	0.403986
79113	17147	0	0	1	1	2	1	1	3	2015	2	11	3	8	69	0	1	1	1676	0.455555556	0.194722222	0.226666667	0	0.156388889	0	0	0.178611111	1.5	0.34	10.5	0.786936
32156	6932	1	7	4	1	1	1	1	2	2013	6	4	2	18.5	44	0	1	2	8373	1.952777778	0.508611111	0.255277778	0.216666667	0	0	0	0.453611111	2.4	1.36	0	0.357012
30777	6646	1	1	3	4	6	1	1	2	2013	5	17	5	18	25	1	1	0	12137	2.998888889	1.009722222	0.199166667	0.35	0	0.183333333	2	0.914722222	5.09	2.47	0	0.532038
45387	9706	1	6	4	4	2	5	0	2	2013	11	4	1	16.5	66	0	1	1	1411	0.431111111	0.143611111	0.200833333	0	0.074166667	0	0	0.095833333	0	0.26	0	0.194203
37564	8025	0	0	3	3	1	5	0	2	2013	7	31	3	8.5	65	1	1	1	1233	0.372777778	0.146111111	0.0475	0	0.137222222	0	0	0.085277778	0	0.25	0	0.185668
15937	3366	3	1	4	2	1	5	0	1	2012	10	8	1	8.683333333	28	0	1	1	1098	0.274722222	0.093888889	0.200833333	0	0.035555556	0	0	0.1075	0	0.27	0	0.245478
34578	7409	5	0	3	3	1	2	0	2	2013	6	29	6	10	16	0	0	1	5066	1.217222222	0.391666667	0.127777778	0	0.406111111	0	0	0.298888889	0	0.93	0	0.180297
7534	1546	0	0	4	3	1	5	0	1	2012	7	1	7	11.25	86	0	1	2	5403	1.279166667	0.378333333	0.211111111	0.216666667	0.12	0.116666667	1	0.315833333	0	0.91	0	0.204046
9338	1947	2	1	4	3	4	1	1	1	2012	7	20	5	11.75	24	1	1	2	1877	0.492777778	0.148055556	0.027222222	0	0.197222222	0	0	0.129722222	1.5	0.62	0	0.17773
35636	7622	1	0	3	4	6	1	1	2	2013	7	9	2	10.75	31	1	0	0	14299	3.425277778	1.118055556	0.268333333	0.4	0	0.083333333	1	0.9925	2.8	2.5	10.5	0.566191
16272	3437	1	1	4	3	1	1	1	1	2012	10	11	4	14	41	0	1	2	23736	5.66	1.701111111	0.206111111	0.733333333	0.329166667	0.233333333	2	1.053611111	4.6	4.31	0	0.561561
34632	7420	1	1	3	3	6	1	1	2	2013	6	29	6	16	27	1	1	0	3389	0.813888889	0.225277778	0.148611111	0	0.183333333	0	0	0.171388889	1.5	0.52	0	0.270665
79412	17222	0	1	4	3	1	1	1	3	2015	2	17	2	13.33333333	51	1	1	1	7220	1.794444444	0.560833333	0.143055556	0	0.443055556	0	0	0.328611111	1.5	1.25	0	0.172443
67128	14501	0	0	2	3	6	1	1	3	2014	9	7	7	10	29	1	1	0	2840	0.722222222	0.2825	0.110833333	0	0.227777778	0	0	0.225833333	1.5	0.56	0	0.313653
23239	5002	0	5	4	3	6	1	1	1	2013	1	17	4	20.83333333	41	1	0	0	2525	0.747777778	0.234166667	0.326944444	0.05	0	0	0	0.151666667	1.5	0.48	0	0.0695971
48257	10299	0	0	3	3	6	5	0	2	2013	12	9	1	10	72	1	1	0	2433	0.539444444	0.191944444	0.106944444	0	0.121388889	0	0	0.161944444	0	0.4	0	0.459691
72798	15769	0	0	3	3	6	1	1	3	2014	11	16	7	16	45	0	1	0	4194	1.004166667	0.365277778	0.174722222	0.166666667	0	0.116666667	1	0.322777778	2.4	0.78	0	0.605852
36714	7837	0	1	4	3	1	1	1	2	2013	7	20	6	17	37	1	1	2	8092	1.933611111	0.7175	0.213333333	0.366666667	0	0.15	1	0.640555556	4.69	1.86	0	0.607546
11937	2528	0	0	2	3	1	1	1	1	2012	8	21	2	10	52	0	1	1	1804	0.443055556	0.129444444	0.095277778	0	0.096111111	0	0	0.096944444	1.5	0.28	0	0.106017
10419	2176	1	1	4	1	1	5	0	1	2012	7	31	2	21.41666667	64	1	0	1	13595	3.159444444	0.942777778	0.28	0.316666667	0.216666667	0.1	1	0.455833333	0	1.98	0	0.413772
1996	415	0	3	1	3	2	1	1	1	2012	4	28	6	13.51666667	34	0	1	1	776	0.196666667	0.047777778	0.0975	0	0.051666667	0	0	0.065833333	1.5	0.13	0	0.135021
59622	12780	1	1	3	1	1	1	1	3	2014	6	4	3	18	53	0	1	1	7670	1.879722222	0.638888889	0.204166667	0.25	0.136666667	0.116666667	1	0.655277778	4.4	1.55	10.5	0.717253
30232	6523	0	0	4	1	1	1	1	2	2013	5	10	5	6.75	58	0	1	1	3090	0.7975	0.247222222	0.120277778	0	0.281944444	0	0	0.193333333	1.5	0.58	0	0.224138
46509	9927	0	3	3	3	6	5	0	2	2013	11	19	2	15.08333333	61	1	0	0	2208	0.481111111	0.160833333	0.0475	0	0.160555556	0	0	0.138055556	0	0.32	0	0.77666
66828	14417	1	0	3	1	1	1	1	3	2014	9	3	3	8	32	1	0	1	12679	3.045833333	1.135555556	0.185555556	0.5	0	0.1	1	0.925833333	2.9	2.51	10.5	0.759076
65885	14200	1	0	3	1	6	1	1	3	2014	8	20	3	7.5	55	1	1	2	8315	2.047777778	0.640555556	0.276111111	0.45	0	0	0	0.699444444	2.9	1.51	10.5	0.851072
70662	15290	1	0	4	3	2	5	0	3	2014	10	20	1	10.5	79	0	0	1	2759	0.684722222	0.205833333	0.164444444	0	0.246666667	0	0	0.138055556	0	0.4	0	0.114688
8951	1854	0	0	4	3	1	1	1	1	2012	7	16	1	12.83333333	29	1	1	2	998	0.247777778	0.078611111	0.123055556	0	0.075	0	0	0.061666667	1.5	0.17	0	0.130631
77138	16694	3	0	4	2	1	5	0	3	2015	1	15	4	8	10	0	0	2	1783	0.419166667	0.115	0.122222222	0	0.195555556	0	0	0.083333333	0	0.29	0	0.1
46070	9837	0	3	3	3	6	5	0	2	2013	11	13	3	12.75	83	0	0	0	1272	0.311944444	0.096388889	0.113888889	0	0.075833333	0	0	0.080555556	0	0.21	0	0.106897
2985	625	0	0	3	1	1	1	1	1	2012	5	10	4	7.5	35	0	1	1	9760	2.371111111	0.836666667	0.171666667	0.316666667	0.066111111	0.283333333	2	0.798055556	7.4	2.07	10.5	0.73338
19859	4208	3	3	1	5	2	5	0	1	2012	11	23	5	11	7	0	0	2	439	0.147222222	0.056666667	0.107222222	0	0.015	0	0	0.045555556	0	0.11	0	0.0243902
79254	17185	0	2	4	4	1	1	1	3	2015	2	13	5	11.58333333	51	0	1	2	19968	4.658333333	1.475833333	0.304722222	0.533333333	0	0.216666667	2	0.804722222	4	4.03	0	0.558854
71711	15542	0	0	3	3	6	1	1	3	2014	11	3	1	18.25	21	1	1	0	5378	1.278611111	0.434166667	0.135	0.216666667	0.088888889	0.116666667	1	0.448333333	3.9	0.99	0	0.706939
19510	4123	1	1	4	3	1	5	0	1	2012	11	17	6	10.75	60	0	1	2	5823	1.576388889	0.535555556	0.308055556	0	0.643333333	0	0	0.378611111	0	1.34	0	0.241379
61304	13145	0	3	3	3	6	1	1	3	2014	6	24	2	17.25	46	1	0	0	3072	0.7125	0.243611111	0.048055556	0	0.258333333	0	0	0.204444444	1.5	0.51	0	0.517663
45567	9744	1	2	1	3	6	1	1	2	2013	11	6	3	17	21	0	0	0	663	0.190277778	0.123888889	0.134444444	0	0.028888889	0	0	0.0925	1.5	0.18	10.5	0.474474
24700	5327	1	2	3	3	6	1	1	1	2013	2	3	7	15.83333333	41	1	0	0	5575	1.251388889	0.3375	0.034722222	0	0.509166667	0	0	0.442222222	1.5	0.95	0	0.469849
56156	12049	1	1	4	2	1	1	1	3	2014	4	22	2	8.833333333	42	1	1	2	3075	0.728333333	0.236388889	0.142222222	0	0.196666667	0	0	0.178888889	1.5	0.55	0	0.298137
27197	5876	2	4	3	3	1	2	0	1	2013	3	14	4	18	16	1	0	2	5320	1.218055556	0.387777778	0.243888889	0.1	0	0.066666667	1	0.402777778	0.85	1.04	0	0.35931
16685	3521	0	0	4	3	1	1	1	1	2012	10	15	1	12	51	0	1	1	1851	0.538888889	0.139166667	0.251111111	0.016666667	0	0	0	0.111666667	1.5	0.36	0	0.221393
74420	16104	0	2	4	3	2	1	1	3	2014	12	4	4	12.66666667	63	1	1	2	1151	0.271388889	0.091111111	0.100277778	0	0.083333333	0	0	0.108611111	1.5	0.21	0	0.289003
1846	381	1	7	4	5	1	1	1	1	2012	4	26	4	19.5	37	1	1	1	1317	0.31	0.117222222	0.085555556	0	0.048055556	0	0	0.051111111	1.5	0.2	0	0.38587
78019	16897	0	1	1	3	6	1	1	3	2015	1	25	7	18.16666667	26	1	1	0	2885	0.727777778	0.199722222	0.281388889	0.083333333	0	0	0	0.184444444	1.5	0.47	0	0.593373
25569	5524	0	3	4	3	2	1	1	1	2013	2	15	5	15.5	50	1	1	1	3025	0.725277778	0.214722222	0.081666667	0	0.338888889	0	0	0.221944444	1.5	0.65	0	0.193992
53881	11541	0	4	3	5	2	1	1	2	2014	3	3	1	16.83333333	38	1	1	1	7850	1.809722222	0.531111111	0.295555556	0.283333333	0	0.133333333	1	0.607777778	2.9	1.31	10.5	0.719378
43190	9218	0	0	4	3	1	5	0	2	2013	10	6	7	8.5	65	1	1	2	4672	1.308333333	0.448888889	0.219444444	0	0.4625	0.086666667	1	0.234444444	0	0.89	0	0.336493
66199	14265	1	1	3	1	6	1	1	3	2014	8	23	6	23.5	38	0	0	0	5477	1.367222222	0.491111111	0.166111111	0	0.463611111	0	0	0.359722222	1.5	0.92	0	0.571429
14996	3181	0	3	3	5	6	1	0.5	1	2012	9	28	5	15.58333333	32	1	1	0	3281	0.792777778	0.220555556	0.145555556	0	0.284166667	0	0	0.190555556	0.75	0.52	0	0.113703
32339	6977	0	0	4	2	1	1	1	2	2013	6	6	4	8.666666667	33	1	1	1	1223	0.426111111	0.143055556	0.193611111	0	0.175555556	0	0	0.13	1.5	0.34	0	0.160256
